particle_size,std_10000_no_1_00,std_10000_no_1_01,std_10000_no_1_02,std_10000_yes_1_00,std_10000_yes_1_01,std_10000_yes_1_02,std_10000_no_2_00,std_10000_no_2_01,std_10000_no_2_02,std_10000_yes_2_00,std_10000_yes_2_01,std_10000_yes_2_02,std_10000_no_3_00,std_10000_no_3_01,std_10000_no_3_02,std_10000_yes_3_00,std_10000_yes_3_01,std_10000_yes_3_02
349.5,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0
350.5,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0
351.5,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0
352.5,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0
353.5,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0
354.5,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
355.5,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0
356.5,0,0,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0
357.5,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0
358.5,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0
359.5,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0
360.5,0,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0
361.5,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0
362.5,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0
363.5,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0
364.5,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0
365.5,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0
366.5,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,0,0,0
367.5,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,0,0
368.5,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0,0,0,0
369.5,0,0,0,0,0,2069,0,0,0,0,0,0,0,0,0,0,0,0
370.5,0,0,0,0,0,3029,0,0,0,0,0,0,0,0,0,0,0,0
371.5,0,0,0,0,0,4349,0,0,0,0,0,0,0,0,0,0,0,0
372.5,0,0,0,0,0,6127,0,0,0,0,0,0,0,0,0,0,0,0
373.5,0,0,0,0,0,8464,0,0,0,0,0,0,0,0,0,0,0,0
374.5,0,0,0,0,0,11466,0,0,0,0,0,0,0,0,0,0,0,0
375.5,0,0,0,0,0,15231,0,0,0,0,0,0,0,0,0,0,0,0
376.5,0,0,0,0,0,19837,0,0,0,0,0,0,0,0,0,0,0,0
377.5,0,0,0,1,0,25328,0,0,0,0,0,0,0,0,0,0,0,0
378.5,0,0,0,3,0,31702,0,0,0,0,0,0,0,0,0,0,0,0
379.5,0,0,0,5,0,38895,0,0,0,0,0,0,0,0,0,0,0,0
380.5,0,0,0,9,0,46775,0,0,0,0,0,0,0,0,0,0,0,0
381.5,0,0,0,17,0,55136,0,0,0,0,0,0,0,0,0,0,0,0
382.5,0,0,0,30,0,63700,0,0,0,0,0,0,0,0,0,0,0,0
383.5,0,0,0,53,0,72132,0,0,0,0,0,0,0,0,0,0,0,0
384.5,0,0,0,92,0,80057,0,0,0,0,0,0,0,0,0,0,0,0
385.5,0,0,0,157,0,87087,0,0,0,0,0,0,0,0,0,0,0,0
386.5,0,0,0,262,0,92856,0,0,0,0,0,0,0,0,0,0,0,0
387.5,0,0,0,430,0,97044,0,0,0,0,0,0,0,0,0,0,0,0
388.5,0,0,0,691,0,99415,0,0,0,0,0,0,0,0,0,0,0,0
389.5,0,0,0,1089,0,99834,0,0,0,0,0,0,0,0,0,0,0,0
390.5,0,0,0,1682,0,98282,0,0,0,0,0,0,0,0,0,0,0,0
391.5,0,0,0,2546,0,94857,0,0,0,0,0,0,0,0,0,0,0,0
392.5,0,0,0,3779,0,89760,0,0,0,0,0,0,0,0,0,0,0,0
393.5,0,0,0,5499,0,83284,0,0,0,0,0,0,0,0,0,0,0,0
394.5,0,0,0,7846,0,75776,0,0,0,0,0,0,0,0,0,0,0,0
395.5,0,0,0,10980,0,67615,0,0,0,0,0,0,0,0,0,0,0,0
396.5,0,0,0,15070,0,59173,0,0,0,0,0,0,0,0,0,0,0,0
397.5,0,0,0,20292,0,50797,0,0,0,0,0,0,0,0,0,0,0,0
398.5,0,0,0,26809,0,42778,0,0,0,0,0,0,0,0,0,0,0,0
399.5,0,0,0,34761,0,35344,0,0,0,0,0,0,0,0,0,0,0,0
400.5,0,0,0,44245,0,28654,0,0,0,0,0,0,0,0,0,0,0,0
401.5,0,0,0,55298,0,22798,0,0,0,0,0,0,0,0,0,0,0,0
402.5,0,0,0,67881,0,17803,0,0,0,0,0,0,0,0,0,0,0,0
403.5,0,0,0,81868,0,13647,0,0,0,0,0,0,0,0,0,0,0,0
404.5,0,0,0,97036,0,10270,0,0,0,0,0,0,0,0,0,0,0,0
405.5,0,0,0,113072,0,7589,0,0,0,0,0,0,0,0,0,0,0,0
406.5,0,0,0,129575,0,5507,0,0,0,0,0,0,0,0,0,0,0,0
407.5,0,0,0,146077,0,3925,0,0,0,0,0,0,0,0,0,0,0,0
408.5,0,0,0,162068,0,2748,0,0,0,0,0,0,0,0,0,0,0,0
409.5,0,0,0,177020,0,1891,0,0,0,0,0,0,0,0,0,0,0,0
410.5,0,0,0,190427,0,1278,0,0,0,0,0,0,0,0,0,0,0,0
411.5,0,0,0,201828,0,849,0,0,0,0,0,0,0,0,0,0,0,0
412.5,0,0,0,210840,0,555,0,0,0,0,0,0,0,0,0,0,0,0
413.5,0,0,0,217180,0,356,0,0,0,0,0,0,0,0,0,0,0,0
414.5,0,0,0,220677,0,225,0,0,0,0,0,0,0,0,0,0,0,0
415.5,0,0,0,221282,0,140,0,0,0,0,0,0,0,0,0,0,0,0
416.5,0,0,0,219063,0,85,0,0,0,0,0,0,0,0,0,0,0,0
417.5,0,0,0,214195,0,51,0,0,0,0,0,0,0,0,0,0,0,0
418.5,0,0,0,206945,0,30,0,0,0,0,0,0,0,0,0,0,0,0
419.5,0,0,0,197647,0,18,0,0,0,0,0,0,0,0,0,0,0,0
420.5,0,0,0,186682,0,10,0,0,0,0,0,0,0,0,0,0,0,0
421.5,0,0,0,174456,0,6,0,0,0,0,0,0,0,0,0,0,0,0
422.5,0,0,0,161371,0,3,0,0,0,0,0,0,0,0,0,0,0,0
423.5,0,0,0,147812,0,2,0,0,0,0,0,0,0,0,0,0,0,0
424.5,0,0,0,134133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425.5,0,0,0,120640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426.5,0,0,0,107588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427.5,0,0,0,95181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428.5,0,0,0,83567,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429.5,0,0,0,72847,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430.5,0,0,0,63077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431.5,0,0,0,54275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432.5,0,0,0,46429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433.5,0,0,0,39502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434.5,0,0,0,33441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435.5,0,0,0,28182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436.5,0,0,0,23651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437.5,0,0,0,19775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438.5,0,0,0,16480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439.5,0,0,0,13695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440.5,0,0,0,11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441.5,0,0,0,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442.5,0,0,0,7756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443.5,0,0,0,6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444.5,0,0,0,5272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445.5,0,0,0,4343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446.5,0,0,0,3577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447.5,0,0,0,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448.5,0,0,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449.5,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450.5,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451.5,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452.5,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453.5,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454.5,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455.5,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456.5,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457.5,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458.5,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459.5,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460.5,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461.5,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462.5,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463.5,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464.5,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465.5,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466.5,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467.5,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468.5,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469.5,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470.5,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471.5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472.5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473.5,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474.5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475.5,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476.5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477.5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478.5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479.5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480.5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481.5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482.5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483.5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.5,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485.5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486.5,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487.5,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488.5,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.5,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490.5,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.5,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492.5,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493.5,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494.5,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495.5,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496.5,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497.5,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498.5,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499.5,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500.5,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501.5,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502.5,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503.5,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504.5,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505.5,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506.5,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507.5,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508.5,0,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509.5,0,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510.5,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511.5,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512.5,0,0,0,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513.5,0,0,0,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514.5,0,0,0,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515.5,0,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516.5,0,0,0,3404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517.5,0,0,0,4112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518.5,0,0,0,4965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519.5,0,0,0,5990,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520.5,0,0,0,7217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521.5,0,0,0,8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522.5,0,0,0,10423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523.5,0,0,0,12483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524.5,0,0,0,14909,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525.5,0,0,0,17752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526.5,0,0,0,21062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527.5,0,0,0,24892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528.5,0,0,0,29295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529.5,0,0,0,34319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530.5,0,0,0,40007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531.5,0,0,0,46391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532.5,0,0,0,53493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533.5,0,0,0,61316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534.5,0,0,0,69844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535.5,0,0,0,79036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536.5,0,0,0,88824,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537.5,0,0,0,99109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538.5,0,0,0,109761,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539.5,0,0,0,120620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540.5,0,0,0,131493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541.5,0,0,0,142163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542.5,0,0,0,152392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543.5,0,0,0,161929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544.5,0,0,0,170519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545.5,0,0,0,177912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546.5,0,0,0,183880,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547.5,0,0,0,188223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548.5,0,0,0,190779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549.5,0,0,0,191440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550.5,0,0,0,190153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551.5,0,0,0,186927,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552.5,0,0,0,181832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553.5,0,0,0,175001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554.5,0,0,0,166617,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555.5,0,0,0,156914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556.5,0,0,0,146155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557.5,0,0,0,134627,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558.5,0,0,0,122625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559.5,0,0,0,110438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560.5,0,0,0,98338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561.5,0,0,0,86569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562.5,0,0,0,75338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563.5,0,0,0,64814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564.5,0,0,0,55120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565.5,0,0,0,46337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566.5,0,0,0,38505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567.5,0,0,0,31629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568.5,0,0,0,25682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569.5,0,0,0,20614,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570.5,0,0,0,16357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571.5,0,0,0,12831,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572.5,0,0,0,9951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573.5,0,0,0,7630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574.5,0,0,0,5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575.5,0,0,0,4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576.5,0,0,0,3216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577.5,0,0,0,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578.5,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579.5,0,0,0,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580.5,0,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581.5,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582.5,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583.5,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584.5,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585.5,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586.5,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587.5,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588.5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590.5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
