particle_size,16_3_20_1_00,16_3_20_1_01,16_3_20_1_02,16_2_20_1_00,16_2_20_1_01,16_2_20_1_02,16_1_4_1_00,16_1_4_1_01,16_1_4_1_02,14_3_20_1_00,14_3_20_1_01,14_3_20_1_02,14_2_16_1_00,14_2_16_1_01,14_2_16_1_02,14_1_4_1_00,14_1_4_1_01,14_1_4_1_02
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
42.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
43.5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
44.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
45.5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
46.5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
47.5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
48.5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
49.5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
50.5,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
51.5,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
52.5,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,1
53.5,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,3
54.5,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,1,9
55.5,0,0,0,0,1,0,0,188,0,0,0,0,0,0,0,0,3,24
56.5,0,0,0,0,3,0,0,244,0,0,0,0,0,0,0,0,8,61
57.5,0,0,0,0,5,0,0,313,0,0,0,0,0,0,0,1,18,143
58.5,0,0,0,0,10,0,0,398,1,0,0,0,0,0,0,5,39,316
59.5,0,0,0,0,19,0,0,504,2,0,0,0,0,0,0,16,80,663
60.5,0,0,0,0,34,0,0,633,3,0,0,0,0,0,0,52,159,1320
61.5,0,0,0,0,59,0,0,790,4,0,0,0,0,0,0,150,303,2508
62.5,0,0,0,0,101,0,0,981,5,0,0,0,0,0,0,404,559,4560
63.5,0,0,0,0,169,0,0,1211,7,0,1,0,0,0,0,1016,996,7956
64.5,0,0,0,0,274,0,0,1489,9,1,2,0,0,0,0,2395,1724,13363
65.5,0,0,0,0,435,0,0,1823,11,3,5,0,0,0,0,5303,2900,21661
66.5,1,0,0,0,675,0,0,2222,13,6,9,1,0,0,0,11073,4749,33968
67.5,3,2,0,0,1027,0,0,2698,16,15,18,2,0,2,0,21872,7586,51650
68.5,7,4,0,0,1531,0,0,3266,19,35,35,4,1,3,0,41004,11834,76310
69.5,15,7,1,0,2245,0,2,3940,22,76,64,6,3,5,0,73180,18059,109763
70.5,33,14,3,0,3239,0,6,4737,26,163,117,10,8,8,0,124700,26989,153976
71.5,70,26,8,0,4610,0,17,5676,29,338,209,16,18,14,0,203448,39549,211002
72.5,142,50,18,0,6481,0,47,6781,34,679,364,24,42,23,0,318657,56887,282886
73.5,282,92,41,0,9013,0,121,8073,38,1318,625,35,96,37,0,480392,80402,371559
74.5,546,167,91,0,12415,0,298,9578,43,2474,1051,51,211,60,0,698780,111765,478731
75.5,1027,299,197,0,16959,0,692,11325,49,4491,1737,73,445,95,1,983062,152934,605784
76.5,1880,526,412,0,22999,3,1518,13340,55,7884,2819,103,904,149,2,1340592,206166,753671
77.5,3351,912,835,1,30987,8,3142,15653,62,13392,4497,144,1768,232,4,1775911,274011,922846
78.5,5811,1554,1637,4,41500,21,6130,18295,69,22021,7049,199,3321,358,7,2290054,359298,1113206
79.5,9809,2604,3109,11,55264,53,11259,21292,78,35087,10864,275,5995,546,13,2880174,465106,1324071
80.5,16121,4293,5711,29,73174,118,19463,24673,89,54225,16466,378,10395,827,22,3539537,594712,1554196
81.5,25802,6955,10152,74,96316,244,31683,28463,101,81374,24544,522,17325,1239,39,4257893,751529,1801812
82.5,40238,11074,17456,180,125972,468,48606,32683,115,118729,35991,721,27772,1839,66,5022146,939015,2064702
83.5,61178,17322,29044,421,163608,841,70370,37350,131,168658,51926,1000,42865,2703,112,5817238,1160564,2340291
84.5,90747,26616,46786,943,210848,1430,96314,42476,151,233585,73724,1395,63787,3935,185,6627133,1419379,2625757
85.5,131426,40166,73021,2029,269401,2313,124895,48069,174,315861,103021,1955,91670,5672,302,7435793,1718321,2918155
86.5,186005,59528,110530,4185,340977,3586,153832,54126,202,417625,141721,2756,127460,8095,486,8228044,2059749,3214530
87.5,257493,86644,162453,8281,427153,5364,180475,60641,235,540675,191968,3910,171812,11437,772,8990288,2445349,3512027
88.5,349012,123869,232162,15716,529236,7790,202295,67601,275,686353,256101,5580,225012,15995,1208,9711001,2875966,3807991
89.5,463663,173968,323093,28623,648113,11039,217350,74982,324,855464,336593,8008,286945,22144,1865,10381031,3351440,4100037
90.5,604391,240090,438577,50047,784114,15340,224602,82760,382,1048223,435957,11549,357122,30349,2843,10993694,3870472,4386109
91.5,773861,325703,581678,84070,936920,20991,224007,90899,453,1264233,556643,16722,434758,41178,4278,11544722,4430521,4664510
92.5,974345,434499,755074,135789,1105523,28383,216390,99365,539,1502506,700924,24279,518866,55323,6359,12032061,5027747,4933917
93.5,1207648,570261,960980,211103,1288250,38036,203180,108116,644,1761503,870774,35302,608378,73611,9337,12455612,5657010,5193368
94.5,1475056,736715,1201127,316257,1482850,50634,186089,117112,772,2039205,1067764,51324,702248,97027,13547,12816900,6311936,5442244
95.5,1777327,937364,1476772,457167,1686644,67070,166826,126311,929,2333203,1292970,74481,799537,126724,19425,13118738,6985050,5680235
96.5,2114701,1175321,1788741,638607,1896695,88511,146885,135675,1121,2640804,1546904,107689,899474,164052,27534,13364903,7667971,5907297
97.5,2486938,1453156,2137463,863399,2109990,116450,127435,145169,1357,2959146,1829485,154837,1001483,210565,38584,13559825,8351668,6123613
98.5,2893368,1772765,2522996,1131762,2323612,152785,109289,154762,1649,3285313,2140030,220954,1105194,268043,53459,13708328,9026761,6329540
99.5,3332945,2135268,2945017,1440984,2534868,199884,92932,164432,2010,3616459,2477293,312330,1210425,338504,73237,13815402,9683853,6525575
100.5,3804305,2540944,3402782,1785497,2741391,260645,78581,174164,2460,3949910,2839513,436514,1317161,424202,99210,13886028,10313867,6712314
101.5,4305814,2989203,3895039,2157363,2941182,338537,66259,183950,3021,4283267,3224496,602127,1425521,527627,132893,13925036,10908372,6890422
102.5,4835613,3478585,4419911,2547085,3132624,437598,55861,193794,3726,4614485,3629706,818433,1535727,651479,176020,13937007,11459882,7060604
103.5,5391644,4006797,4974770,2944602,3314467,562381,47208,203708,4612,4941928,4052359,1094636,1648076,798627,230526,13926209,11962100,7223592
104.5,5971673,4570762,5556097,3340277,3485795,717817,40089,213711,5731,5264413,4489516,1438902,1762911,972038,298512,13896557,12410099,7380129
105.5,6573302,5166681,6159372,3725747,3645981,908981,34287,223832,7150,5581220,4938159,1857216,1880606,1174672,382185,13851596,12800440,7530965
106.5,7193969,5790116,6779011,4094508,3794659,1140769,29601,234108,8954,5892086,5395270,2352219,2001543,1409350,483772,13794503,13131206,7676854
107.5,7830947,6436058,7408362,4442206,3931684,1417467,25851,244582,11251,6197177,5857873,2922226,2126109,1678578,605418,13728102,13401975,7818561
108.5,8481332,7099016,8039792,4766649,4057116,1742268,22882,255300,14180,6497048,6323074,3560667,2254685,1984339,749065,13654888,13613730,7956865
109.5,9142034,7773092,8664867,5067592,4171203,2116763,20569,266314,17916,6792580,6788079,4256097,2387640,2327862,916320,13577051,13768711,8092567
110.5,9809761,8452067,9274626,5346364,4274375,2540487,18811,277674,22677,7084926,7250202,4992857,2525333,2709379,1108321,13496515,13870243,8226506
111.5,10481005,9129493,9859939,5605437,4367239,3010588,17530,289432,28730,7375430,7706863,5752318,2668104,3127893,1325622,13414970,13922530,8359561
112.5,11152029,9798788,10411922,5847979,4450577,3521678,16672,301638,36399,7665567,8155576,6514537,2816278,3580977,1568091,13333900,13930443,8492666
113.5,11818854,10453346,10922381,6077445,4525334,4065931,16203,314336,46070,7956865,8593941,7260040,2970158,4064635,1834853,13254622,13899312,8626816
114.5,12477253,11086651,11384233,6297238,4592611,4633425,16112,327564,58186,8250847,9019635,7971487,3130022,4573257,2124274,13178312,13834735,8763077
115.5,13122752,11692411,11791880,6510447,4653643,5212716,16405,341351,73246,8548964,9430409,8634958,3296118,5099683,2433991,13106029,13742398,8902587
116.5,13750641,12264692,12141478,6719653,4709773,5791573,17115,355718,91792,8852544,9824086,9240737,3468658,5635381,2760992,13038741,13627926,9046560
117.5,14355994,12798058,12431098,6926813,4762431,6357789,18304,370671,114382,9162744,10198580,9783555,3647808,6170766,3101743,12977340,13496765,9196286
118.5,14933712,13287702,12660750,7133200,4813096,6899967,20065,386204,141561,9480503,10551905,10262354,3833684,6695608,3452339,12922662,13354087,9353131
119.5,15478578,13729575,12832276,7339391,4863263,7408197,22543,402295,173818,9806512,10882209,10679688,4026340,7199530,3808681,12875491,13204718,9518530
120.5,15985334,14120488,12949139,7545297,4914416,7874544,25938,418906,211530,10141180,11187806,11040915,4225761,7672540,4166656,12836571,13053104,9693979
121.5,16448782,14458193,13016120,7750230,4967991,8293327,30538,435981,254910,10484612,11467209,11353306,4431857,8105551,4522306,12806608,12903284,9881030
122.5,16863902,14741424,13038966,7952994,5025351,8661166,36738,453451,303957,10836597,11719177,11625202,4644455,8490840,4871974,12786269,12758886,10081275
123.5,17225990,14969914,13024023,8151991,5087763,8976852,45089,471225,358404,11196591,11942745,11865274,4863297,8822418,5212419,12776184,12623138,10296332
124.5,17530806,15144364,12977874,8345357,5156373,9241057,56343,489202,417702,11563718,12137264,12081927,5088037,9096263,5540895,12776932,12498887,10527831
125.5,17774730,15266380,12907028,8531087,5232190,9455957,71523,507265,481012,11936774,12302427,12282866,5318241,9310415,5855190,12789040,12388624,10777392
126.5,17954914,15338383,12817644,8707171,5316071,9624819,91998,525286,547231,12314238,12438287,12474797,5553389,9464938,6153627,12812973,12294517,11046598
127.5,18069428,15363481,12715334,8871712,5408707,9751590,119579,543130,615049,12694292,12545266,12663250,5792885,9561750,6435036,12849118,12218439,11336974
128.5,18117369,15345336,12605020,9023041,5510612,9840530,156601,560656,683020,13074848,12624151,12852495,6036056,9604366,6698701,12897776,12162001,11649947
129.5,18098959,15288016,12490852,9159787,5622113,9895906,206003,577724,749658,13453583,12676080,13045518,6282165,9597573,6944289,12959147,12126582,11986814
130.5,18015584,15195840,12376177,9280941,5743338,9921761,271352,594196,813532,13827981,12702517,13244056,6530418,9547080,7171769,13033317,12113352,12348696
131.5,17869799,15073238,12263552,9385875,5874213,9921748,356781,609943,873353,14195380,12705214,13448649,6779973,9459169,7381330,13120244,12123292,12736489
132.5,17665284,14924618,12154795,9474338,6014448,9899040,466786,624846,928050,14553025,12686170,13658723,7029951,9340369,7573304,13219745,12157213,13150808
133.5,17406745,14754255,12051045,9546421,6163538,9856289,605837,638801,976821,14898124,12647583,13872685,7279436,9197175,7748088,13331485,12215765,13591922
134.5,17099784,14566192,11952858,9602508,6320755,9795632,777750,651722,1019156,15227909,12591794,14088029,7527487,9035826,7906089,13454970,12299438,14059694
135.5,16750722,14364171,11860297,9643207,6485151,9718733,984841,663541,1054836,15539690,12521239,14301463,7773139,8862130,8047674,13589534,12408563,14553502
136.5,16366408,14151586,11773033,9669268,6655565,9626845,1226923,674213,1083913,15830916,12438394,14509043,8015404,8681357,8173137,13734342,12543298,15072168
137.5,15954006,13931448,11690444,9681516,6830626,9520890,1500299,683714,1106666,16099228,12345729,14706328,8253274,8498167,8282677,13888384,12703621,15613884
138.5,15520786,13706378,11611712,9680768,7008777,9401537,1796983,692042,1123555,16342506,12245664,14888543,8485714,8316593,8376393,14050483,12889301,16176144
139.5,15073923,13478612,11535913,9667779,7188291,9269288,2104440,699214,1135167,16558911,12140530,15050767,8711668,8140048,8454287,14219301,13099874,16755681
140.5,14620317,13250016,11462094,9643187,7367299,9124553,2406055,705267,1142167,16746924,12032540,15188115,8930050,7971352,8516277,14393358,13334616,17348419
141.5,14166441,13022116,11389349,9607482,7543831,8967715,2682484,710256,1145248,16905364,11923763,15295934,9139749,7812789,8562227,14571046,13592501,17949447
142.5,13718216,12796130,11316871,9560987,7715848,8799187,2913780,714247,1145099,17033412,11816108,15369992,9339629,7666158,8591967,14750662,13872172,18553014
143.5,13280933,12573007,11243999,9503857,7881293,8619457,3081983,717320,1142374,17130614,11711310,15406652,9528532,7532832,8605333,14930432,14171898,19152557
144.5,12859189,12353467,11170248,9436090,8038133,8429112,3173686,719562,1137670,17196879,11610922,15403023,9705285,7413822,8602198,15108548,14489547,19740764
145.5,12456875,12138039,11095322,9357556,8184411,8228860,3182019,721067,1131522,17232470,11516317,15357091,9868716,7309828,8582507,15283208,14822546,20309676
146.5,12077177,11927098,11019124,9268027,8318294,8019531,3107610,721932,1124388,17237985,11428688,15267795,10017662,7221293,8546312,15452657,15167870,20850835
147.5,11722603,11720898,10941736,9167227,8438116,7802073,2958323,722251,1116657,17214333,11349049,15135079,10150997,7148443,8493794,15615225,15522025,21355465
148.5,11395026,11519606,10863408,9054875,8542419,7577544,2747861,722122,1108648,17162699,11278246,14959891,10267646,7091330,8425288,15769371,15881049,21814700
149.5,11095740,11323320,10784525,8930737,8629984,7347086,2493593,721635,1100619,17084513,11216963,14744137,10366618,7049853,8341299,15913717,16240542,22219835
150.5,10825511,11132096,10705574,8794672,8699862,7111910,2214107,720877,1092770,16981409,11165728,14490604,10447027,7023790,8242509,16047083,16595694,22562601
151.5,10584647,10945956,10627104,8646675,8751386,6873270,1926963,719929,1085253,16855185,11124923,14202840,10508122,7012811,8129777,16168516,16941357,22835451
152.5,10373045,10764905,10549691,8486915,8784180,6632436,1647020,718863,1078179,16707763,11094791,13885018,10549313,7016491,8004127,16277303,17272124,23031839
153.5,10190248,10588932,10473890,8315761,8798158,6390678,1385483,717747,1071625,16541148,11075442,13541775,10570195,7034320,7866744,16372987,17582435,23146471
154.5,10035490,10418015,10400209,8133794,8793510,6149239,1149667,716638,1065639,16357393,11066860,13178052,10570566,7065701,7718942,16455370,17866705,23175531
155.5,9907730,10252116,10329068,7941818,8770688,5909321,943315,715586,1060247,16158558,11068906,12798933,10550444,7109959,7562147,16524502,18119468,23116847
156.5,9805685,10091184,10260773,7740849,8730377,5672069,767254,714634,1055454,15946683,11081321,12409492,10510076,7166333,7397868,16580674,18335524,22969992
157.5,9727849,9935142,10195494,7532098,8673468,5438557,620195,713816,1051249,15723757,11103731,12014659,10449937,7233974,7227663,16624389,18510103,22736325
158.5,9672514,9783888,10133246,7316944,8601020,5209782,499511,713159,1047607,15491692,11135642,11619111,10370727,7311942,7053112,16656337,18639013,22418949
159.5,9637775,9637284,10073878,7096900,8514227,4986654,401889,712683,1044489,15252309,11176448,11227179,10273360,7399204,6875790,16677365,18718789,22022604
160.5,9621546,9495152,10017065,6873572,8414385,4769994,323826,712401,1041845,15007316,11225426,10842783,10158945,7494627,6697234,16688437,18746810,21553489
161.5,9621563,9357266,9962311,6648619,8302848,4560529,261957,712321,1039613,14758299,11281734,10469397,10028759,7596977,6518925,16690599,18721396,21019040
162.5,9635397,9223352,9908951,6423704,8181005,4358894,213248,712443,1037720,14506718,11344419,10110022,9884225,7704919,6342264,16684939,18641874,20427657
163.5,9660466,9093084,9856166,6200463,8050243,4165632,175080,712764,1036078,14253897,11412409,9767195,9726875,7817020,6168558,16672554,18508600,19788417
164.5,9694052,8966083,9802990,5980457,7911924,3981192,145273,713273,1034591,14001027,11484518,9442999,9558321,7931753,5999006,16654514,18322946,19110774
165.5,9733327,8841921,9748339,5765149,7767362,3805938,122051,713956,1033150,13749168,11559452,9139092,9380217,8047507,5834694,16631832,18087249,18404270
166.5,9775383,8720124,9691033,5555874,7617803,3640151,104000,714795,1031636,13499254,11635811,8856748,9194231,8162596,5676589,16605437,17804727,17678269
167.5,9817275,8600181,9629821,5353823,7464415,3484031,90008,715766,1029916,13252096,11712097,8596896,9002009,8275282,5525539,16576151,17479359,16941717
168.5,9856069,8481549,9563418,5160028,7308273,3337707,79217,716844,1027854,13008396,11786727,8360166,8805155,8383786,5382276,16544674,17115749,16202956
169.5,9888893,8363669,9490539,4975362,7150356,3201241,70966,717998,1025304,12768749,11858045,8146931,8605199,8486318,5247421,16511570,16718969,15469569
170.5,9913000,8245976,9409937,4800533,6991546,3074635,64758,719197,1022115,12533656,11924337,7957358,8403582,8581099,5121492,16477258,16294405,14748278
171.5,9925828,8127914,9320438,4636097,6832619,2957838,60220,720406,1018137,12303534,11983857,7791438,8201638,8666393,5004909,16442011,15847589,14044887
172.5,9925066,8008952,9220982,4482460,6674258,2850757,57081,721588,1013222,12078724,12034846,7649030,8000583,8740536,4898008,16405954,15384058,13364260
173.5,9908704,7888599,9110659,4339895,6517050,2753259,55148,722706,1007226,11859502,12075558,7529888,7801512,8801964,4801047,16369072,14909210,12710339
174.5,9875093,7766420,8988739,4208552,6361491,2665182,54292,723719,1000018,11646083,12104293,7433687,7605387,8849249,4714215,16331212,14428193,12086187
175.5,9822981,7642053,8854704,4088476,6207998,2586340,54440,724591,991479,11438638,12119424,7360044,7413046,8881125,4637646,16292102,13945809,11494050
176.5,9751542,7515221,8708267,3979621,6056911,2516530,55563,725283,981511,11237290,12119432,7308530,7225199,8896515,4571420,16251356,13466440,10935439
177.5,9660394,7385741,8549392,3881861,5908502,2455538,57673,725757,970035,11042131,12102935,7278686,7042437,8894555,4515576,16208496,12994004,10411218
178.5,9549595,7253538,8378296,3795008,5762983,2403145,60821,725978,957000,10853218,12068723,7270018,6865236,8874610,4470116,16162967,12531923,9921693
179.5,9419627,7118650,8195451,3718820,5620514,2359127,65095,725914,942381,10670585,12015786,7282007,6693968,8836295,4435012,16114156,12083117,9466703
180.5,9271371,6981227,8001574,3653013,5481210,2323261,70618,725536,926185,10494241,11943339,7314097,6528906,8779471,4410204,16061411,11650014,9045708
181.5,9106055,6841534,7797611,3597265,5345147,2295325,77553,724816,908446,10324176,11850845,7365692,6370238,8704258,4395608,16004061,11234568,8657866
182.5,8925212,6699944,7584708,3551228,5212370,2275102,86100,723735,889230,10160363,11738032,7436141,6218071,8611022,4391115,15941438,10838295,8302109
183.5,8730614,6556931,7364186,3514530,5082898,2262373,96497,722276,868630,10002755,11604904,7524728,6072447,8500368,4396588,15872894,10462309,7977202
184.5,8524211,6413060,7137498,3486776,4956729,2256920,109023,720428,846766,9851291,11451747,7630653,5933344,8373125,4411860,15797820,10107365,7681799
185.5,8308065,6268970,6906197,3467551,4833845,2258522,123992,718184,823780,9705894,11279121,7753014,5800692,8230320,4436735,15715665,9773905,7414487
